,item,itemLabel,itemDescription,drugs,drugsLabel
2101,http://www.wikidata.org/entity/Q17077617,reading disorder and écrites disorder,"range of neurological conditions, developmental or acquired",,
2102,http://www.wikidata.org/entity/Q1741331,receptive aphasia,type of aphasia,,
2103,http://www.wikidata.org/entity/Q55786926,recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome,human disease,,
2104,http://www.wikidata.org/entity/Q55346085,recessive mitochondrial ataxia syndrome,human disease,,
2105,http://www.wikidata.org/entity/Q7303086,recreational use of dextromethorphan,none,,
2106,http://www.wikidata.org/entity/Q55011401,recurrent major depression in complete remission,human disease,,
2107,http://www.wikidata.org/entity/Q19001125,recurrent manic episodes,Human disease,,
2108,http://www.wikidata.org/entity/Q55346061,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,human disease,,
2109,http://www.wikidata.org/entity/Q2973381,reduced affect display,condition of reduced emotional reactivity in an individual,,
2110,http://www.wikidata.org/entity/Q18638,reduplicative paramnesia,delusional belief,,
2111,http://www.wikidata.org/entity/Q3445377,regressive autism,,,
2112,http://www.wikidata.org/entity/Q67135693,rejection sensitive dysphoria,strong emotional response to perceived rejection typically seen in people with ADHD,,
2113,http://www.wikidata.org/entity/Q7310715,relational disorder,,,
2114,http://www.wikidata.org/entity/Q16068890,relationship addiction,,,
2115,http://www.wikidata.org/entity/Q7311344,religious delusion,delusion involving religious themes or subject matter,,
2116,http://www.wikidata.org/entity/Q7312489,renal dysplasia-limb defects syndrome,medical condition,,
2117,http://www.wikidata.org/entity/Q32136710,renal hypomagnesemia 5 with ocular involvement,human disease,,
2118,http://www.wikidata.org/entity/Q19001197,repetitive intrusions of sleep,Human disease,,
2119,http://www.wikidata.org/entity/Q3208830,residual schizophrenia,"mental disorder, chronic stage in the development of a schizophrenic illness",,
2120,http://www.wikidata.org/entity/Q18966340,residual subchronic schizophrenia,Human disease,,
2121,http://www.wikidata.org/entity/Q10421047,resignation syndrome,medical and political debate in Sweden in 2006,,
2122,http://www.wikidata.org/entity/Q3427757,respiratory-effort related arousals,,,
2123,http://www.wikidata.org/entity/Q55784851,retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome,human disease,,
2124,http://www.wikidata.org/entity/Q1193891,retrograde amnesia,loss of memory of events that in occurred before the onset of amnesiac condition,,
2125,http://www.wikidata.org/entity/Q6129341,revendication neurosis,,,
2126,http://www.wikidata.org/entity/Q1244624,rhotacism,"difficulty in pronouncing rhotic (""r"") sounds",,
2127,http://www.wikidata.org/entity/Q559543,rhythmic movement disorder,neurological disorder,,
2128,http://www.wikidata.org/entity/Q55785475,ring chromosome 10,,,
2129,http://www.wikidata.org/entity/Q623401,robot fetishism,fetishistic attraction to humanoid robots,,
2130,http://www.wikidata.org/entity/Q2167365,roshutsu,exhibitionism in Japan,,
2131,http://www.wikidata.org/entity/Q113501758,ruinenlust,Obsession with ruins,,
2132,http://www.wikidata.org/entity/Q4358147,rumination disorder,eating disorder that is characterized by effortless regurgitation of most meals following consumption,,
2133,http://www.wikidata.org/entity/Q17285927,sadistic personality disorder,personality disorder diagnosis involving sadism,,
2134,http://www.wikidata.org/entity/Q2211650,sadomasochism,giving or receiving of pleasure from acts involving the receipt or infliction of pain or humiliation,,
2135,http://www.wikidata.org/entity/Q1266211,salirophilia,sexual fetish or paraphilia that involves deriving erotic pleasure from soiling or disheveling the object of one's desire,,
2136,http://www.wikidata.org/entity/Q4138006,salophilia,attraction to   body sweat,,
2137,http://www.wikidata.org/entity/Q11025831,satyriasis,male hypersexuality,,
2138,http://www.wikidata.org/entity/Q467265,savant syndrome,"psychological disorder that turns people to a megasavant, with a serious mental disorder",,
2139,http://www.wikidata.org/entity/Q7430080,scanning speech,type of ataxic dysarthria in which spoken words are broken up into separate syllables,,
2140,http://www.wikidata.org/entity/Q18967748,schizo-affective type schizophrenia chronic state,Human disease,,
2141,http://www.wikidata.org/entity/Q18967612,schizo-affective type schizophrenia chronic state with acute exacerbation,Human disease,,
2142,http://www.wikidata.org/entity/Q55010770,schizo-affective type schizophrenia in remission,human disease,,
2143,http://www.wikidata.org/entity/Q18966968,schizo-affective type schizophrenia subchronic state,Human disease,,
2144,http://www.wikidata.org/entity/Q18967746,schizo-affective type schizophrenia subchronic state with acute exacerbation,Human disease,,
2145,http://www.wikidata.org/entity/Q834047,schizoaffective disorder,mental disorder,"['http://www.wikidata.org/entity/Q416545', 'http://www.wikidata.org/entity/Q251347', 'http://www.wikidata.org/entity/Q568', 'http://www.wikidata.org/entity/Q416992', 'http://www.wikidata.org/entity/Q205517', 'http://www.wikidata.org/entity/Q221361', 'http://www.wikidata.org/entity/Q412443', 'http://www.wikidata.org/entity/Q411188', 'http://www.wikidata.org/entity/Q423292', 'http://www.wikidata.org/entity/Q201872', 'http://www.wikidata.org/entity/Q2924764', 'http://www.wikidata.org/entity/Q410174', 'http://www.wikidata.org/entity/Q408535']","['asenapine', 'haloperidol', 'lithium', 'lurasidone', 'ziprasidone', 'clozapine', 'risperidone', 'aripiprazole', 'paliperidone', 'olanzapine', 'brexpiprazole', 'lithium carbonate', 'quetiapine']"
2146,http://www.wikidata.org/entity/Q498237,schizoid personality disorder,personality disorder causing emotional detachment and social isolation,,
2147,http://www.wikidata.org/entity/Q2236632,schizophasia,,,
2148,http://www.wikidata.org/entity/Q41112,schizophrenia,psychotic disorder characterized by emotional responsiveness and disintegration of thought process,"['http://www.wikidata.org/entity/Q201872', 'http://www.wikidata.org/entity/Q144085', 'http://www.wikidata.org/entity/Q411188', 'http://www.wikidata.org/entity/Q50824517', 'http://www.wikidata.org/entity/Q567927', 'http://www.wikidata.org/entity/Q423292', 'http://www.wikidata.org/entity/Q58375', 'http://www.wikidata.org/entity/Q423520', 'http://www.wikidata.org/entity/Q418785', 'http://www.wikidata.org/entity/Q27164953', 'http://www.wikidata.org/entity/Q410412', 'http://www.wikidata.org/entity/Q1452256', 'http://www.wikidata.org/entity/Q2938837', 'http://www.wikidata.org/entity/Q2924764', 'http://www.wikidata.org/entity/Q593166', 'http://www.wikidata.org/entity/Q205517', 'http://www.wikidata.org/entity/Q27278051', 'http://www.wikidata.org/entity/Q251347', 'http://www.wikidata.org/entity/Q412443', 'http://www.wikidata.org/entity/Q4199443', 'http://www.wikidata.org/entity/Q407841', 'http://www.wikidata.org/entity/Q423809', 'http://www.wikidata.org/entity/Q226905', 'http://www.wikidata.org/entity/Q6821618', 'http://www.wikidata.org/entity/Q2608288', 'http://www.wikidata.org/entity/Q1752915', 'http://www.wikidata.org/entity/Q58376', 'http://www.wikidata.org/entity/Q418192', 'http://www.wikidata.org/entity/Q407972', 'http://www.wikidata.org/entity/Q58614', 'http://www.wikidata.org/entity/Q221361', 'http://www.wikidata.org/entity/Q418913', 'http://www.wikidata.org/entity/Q5045786', 'http://www.wikidata.org/entity/Q407988', 'http://www.wikidata.org/entity/Q4673284']","['olanzapine', 'pimozide', 'aripiprazole', '(R,R)-asenapine', 'pipotiazine', 'paliperidone', 'thioridazine', 'perphenazine', '(RS)-amisulpride', 'flupentixol', 'carbamazepin', 'levosulpiride', 'cariprazine', 'brexpiprazole', '(±)-molindone', 'ziprasidone', 'transclopenthixol', 'haloperidol', 'risperidone', 'iloperidone', 'reserpine', '(E)-chlorprothixene', 'zotepine', 'mesoridazine', '(Z)-thiothixene', 'trifluoperazine', 'fluphenazine', 'bexarotene', 'chlorpromazine', 'loxapine', 'clozapine', 'armodafinil', 'carphenazine', 'clonazepam', 'acetophenazine']"
2149,http://www.wikidata.org/entity/Q2903417,schizophrenia spectrum disorder,"schizophrenia spectrum disorders include schizophrenia, other psychotic disorders genetically related to schizophrenia, schizotypal (personality) disorder and schizoid personality disorder",,
2150,http://www.wikidata.org/entity/Q4523719,schizophrenia-like disorder,schizophrenia-like disorder due to brain damage and dysfunction,,
2151,http://www.wikidata.org/entity/Q4523718,schizophrenic dementia,,,
2152,http://www.wikidata.org/entity/Q5840516,schizophrenic prodrome,,,
2153,http://www.wikidata.org/entity/Q26721384,schizophrenic reaction,psychotic reaction characterized by schizophrenia-like symptoms,,
2154,http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,psychotic disorder that involves schizophrenia symptoms over time period of one month,"['http://www.wikidata.org/entity/Q423809', 'http://www.wikidata.org/entity/Q58376', 'http://www.wikidata.org/entity/Q510494', 'http://www.wikidata.org/entity/Q593166', 'http://www.wikidata.org/entity/Q2359690', 'http://www.wikidata.org/entity/Q58614', 'http://www.wikidata.org/entity/Q1752915', 'http://www.wikidata.org/entity/Q4673284', 'http://www.wikidata.org/entity/Q174259', 'http://www.wikidata.org/entity/Q408265', 'http://www.wikidata.org/entity/Q201872', 'http://www.wikidata.org/entity/Q407972', 'http://www.wikidata.org/entity/Q251347', 'http://www.wikidata.org/entity/Q2608288', 'http://www.wikidata.org/entity/Q144085', 'http://www.wikidata.org/entity/Q221361', 'http://www.wikidata.org/entity/Q408535', 'http://www.wikidata.org/entity/Q419822', 'http://www.wikidata.org/entity/Q423520', 'http://www.wikidata.org/entity/Q6821618', 'http://www.wikidata.org/entity/Q58375', 'http://www.wikidata.org/entity/Q410412']","['(E)-chlorprothixene', 'fluphenazine', 'triflupromazine', '(±)-molindone', 'prochlorperazine', 'loxapine', 'trifluoperazine', 'acetophenazine', 'droperidol', 'lorazepam', 'olanzapine', 'chlorpromazine', 'haloperidol', '(Z)-thiothixene', 'pimozide', 'clozapine', 'quetiapine', 'promazine', 'perphenazine', 'mesoridazine', 'thioridazine', 'carbamazepin']"
2155,http://www.wikidata.org/entity/Q861560,schizotypal personality disorder,"personality disorder that involves a need for social isolation, anxiety in social situations, odd behavior and thinking, and often unconventional beliefs",,
2156,http://www.wikidata.org/entity/Q1316515,school refusal,anxiety or fear of school causing physical symptoms such as nausea and headaches,,
2157,http://www.wikidata.org/entity/Q107417164,schoolgirl uniform fetish,,,
2158,http://www.wikidata.org/entity/Q2637106,scintillating scotoma,visual aura,,
2159,http://www.wikidata.org/entity/Q3497292,scopophobia,fear of being seen or stared at by others,,
2160,http://www.wikidata.org/entity/Q170102,scrapie,disease that affects sheep and goats,,
2161,http://www.wikidata.org/entity/Q772440,scrupulosity,pathological guilt,,
2162,http://www.wikidata.org/entity/Q1051223,seasonal affective disorder,mental depression that involves presentation of depressive symptoms only during a specific season of the year,,
2163,http://www.wikidata.org/entity/Q55632785,secondary mania,variation of Bipolar disorder,,
2164,http://www.wikidata.org/entity/Q55782875,secondary nocturnal enuresis,Nocturnal enuresis where the child has been dry for at least 6 months but enuresis has recurred,,
2165,http://www.wikidata.org/entity/Q55011220,secondary syphilitic meningitis,human disease,,
2166,http://www.wikidata.org/entity/Q25377859,sedative overdose,,,
2167,http://www.wikidata.org/entity/Q565650,seeing pink elephants,euphemism for drunken hallucination caused by alcoholic hallucinosis or delirium tremens,,
2168,http://www.wikidata.org/entity/Q55784965,seizures-scoliosis-macrocephaly syndrome,human disease,,
2169,http://www.wikidata.org/entity/Q377493,selective mutism,anxiety disorder causing inability to speak under certain circumstances,,
2170,http://www.wikidata.org/entity/Q580754,self-defeating personality disorder,proposed personality disorder in an earlier edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-III-R) in 1987,,
2171,http://www.wikidata.org/entity/Q18553690,semantic agnosia,"agnosia that is a loss of the ability to visually recognise an object while maintaining the use of non-visual sensory systems such as feeling, tapping, smelling, rocking or flicking the object to recognise the object",,
2172,http://www.wikidata.org/entity/Q18587,semantic dementia,progressive neurodegenerative disorder,,
2173,http://www.wikidata.org/entity/Q11610626,senile dementia,,,
2174,http://www.wikidata.org/entity/Q10370073,senility,physical and mental decline by aging,,
2175,http://www.wikidata.org/entity/Q9247871,sensorial dyslalia,,,
