item,itemLabel,itemDescription
http://www.wikidata.org/entity/Q18553690,semantic agnosia,"agnosia that is a loss of the ability to visually recognise an object while maintaining the use of non-visual sensory systems such as feeling, tapping, smelling, rocking or flicking the object to recognise the object"
http://www.wikidata.org/entity/Q18587,semantic dementia,progressive neurodegenerative disorder
http://www.wikidata.org/entity/Q11610626,senile dementia,
http://www.wikidata.org/entity/Q10370073,senility,physical and mental decline by aging
http://www.wikidata.org/entity/Q9247871,sensorial dyslalia,
http://www.wikidata.org/entity/Q2300749,separation anxiety disorder,anxiety disorder that involves the feeling of excessive and inappropriate levels of anxiety over being separated from a person to whom the individual has a strong emotional attachment or place
http://www.wikidata.org/entity/Q19365224,serious mental illness,mental health condition that seriously impairs life activities
http://www.wikidata.org/entity/Q3540885,severe behavioral disorder,
http://www.wikidata.org/entity/Q55785083,severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q55785007,severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome,human disease
http://www.wikidata.org/entity/Q55788877,severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia,
http://www.wikidata.org/entity/Q55784859,severe intellectual disability-epilepsy-cataract syndrome due to fatty acyl-CoA reductase 1 deficiency,human disease
http://www.wikidata.org/entity/Q55788188,severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome,human disease
http://www.wikidata.org/entity/Q55787981,severe intellectual disability-progressive postnatal microcephaly- midline stereotypic hand movements syndrome,human disease
http://www.wikidata.org/entity/Q55999520,severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,human disease
http://www.wikidata.org/entity/Q55787391,severe neonatal hypotonia-seizures-encephalopathy syndrome due to 5q31.3 microdeletion,human disease
http://www.wikidata.org/entity/Q56014156,severe phosphoribosylpyrophosphate synthetase superactivity,
http://www.wikidata.org/entity/Q2735540,sexual addiction,proposed compulsive sexual disorder
http://www.wikidata.org/entity/Q2275677,sexual arousal disorder,lack or absence of sexual desire
http://www.wikidata.org/entity/Q25389052,sexual aversion,sexual dysfunction in which the prospect of sexual interaction produces sufficient anxiety or fear that sexual activity is avoided
http://www.wikidata.org/entity/Q18553616,sexual disorder,type of mental disorder
http://www.wikidata.org/entity/Q1137463,sexual dysfunction,difficulty experienced by humans during any stage of normal sexual activity
http://www.wikidata.org/entity/Q18553956,sexual masochism,"mental disorder involving sexual arousal from enduring pain, suffering, or humiliation"
http://www.wikidata.org/entity/Q5507613,sexual sadism disorder,paraphilia in which a subject derives gratification from giving pain
http://www.wikidata.org/entity/Q1108601,sexual slavery,in BDSM
http://www.wikidata.org/entity/Q114714864,sexual trauma,physical and psychological injuries resulting from sexual violence
http://www.wikidata.org/entity/Q15061465,shell shock,type of trauma experienced in World War One
http://www.wikidata.org/entity/Q2398352,shift work sleep disorder,medical condition
http://www.wikidata.org/entity/Q1651685,shoe fetishism,sexual interest or obsession with footwear
http://www.wikidata.org/entity/Q55785133,short stature-brachydactyly-obesity-global developmental delay syndrome,human disease
http://www.wikidata.org/entity/Q55786978,short stature-webbed neck-heart disease syndrome,
http://www.wikidata.org/entity/Q55784536,short ulna-dysmorphism-hypotonia-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q27164454,short-rib thoracic dysplasia 14 with polydactyly,asphyxiating thoracic dystrophy that has material basis in homozygous mutation in the KIAA0586 gene on chromosome 14q23
http://www.wikidata.org/entity/Q16879474,short-term effects of alcohol,The short term effects of alcohol on human beings
http://www.wikidata.org/entity/Q55786536,shoulder and girdle defects-familial intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q18965552,sideroblastic anemia with spinocerebellar ataxia,Human disease
http://www.wikidata.org/entity/Q3483378,siderodromophilia,derivation of pleasure as a result of riding in trains
http://www.wikidata.org/entity/Q14338275,sigmatism,
http://www.wikidata.org/entity/Q18967817,simple paranoid state,delusional disorder
http://www.wikidata.org/entity/Q3937261,simple speech delay,
http://www.wikidata.org/entity/Q2855814,simple-type schizophrenia,type of schizophrenia
http://www.wikidata.org/entity/Q7521300,simulated pregnancy,deliberate attempt to create the impression of pregnancy
http://www.wikidata.org/entity/Q2046811,simultanagnosia,agnosia that is a loss of the ability to recgonize a whole image or scene while retaining the ability to recognize objects or details in their visual field one at a time
http://www.wikidata.org/entity/Q18966274,single episode manic disorder,Human disease
http://www.wikidata.org/entity/Q18968057,single episode mild major depression,Human disease
http://www.wikidata.org/entity/Q18968058,single episode moderate major depression,Human disease
http://www.wikidata.org/entity/Q18967971,single major depressive episode in full remission,Human disease
http://www.wikidata.org/entity/Q37799360,sinistrophobia,
http://www.wikidata.org/entity/Q3485506,sitomania,
http://www.wikidata.org/entity/Q55782997,skeletal dysplasia-epilepsy-short stature syndrome,
http://www.wikidata.org/entity/Q55782587,skeletal dysplasia-intellectual disability syndrome,
http://www.wikidata.org/entity/Q213600,sleep apnea,sleep disorder characterized by repeated cessation and commencing of breathing that disrupts sleep
http://www.wikidata.org/entity/Q19001302,sleep arousal disorder,Human disease
http://www.wikidata.org/entity/Q68452037,sleep bruxism,sleep disorder characterized by grinding and clenching of the teeth and forceful lateral or protrusive jaw movements
http://www.wikidata.org/entity/Q177190,sleep disorder,disease of mental health that involves disruption of sleep patterns
http://www.wikidata.org/entity/Q102187069,sleep disturbance,symptom
http://www.wikidata.org/entity/Q3311944,sleep fragmentation,
http://www.wikidata.org/entity/Q3508612,sleep hypoventilation syndrome,
http://www.wikidata.org/entity/Q7539758,sleep inversion,
http://www.wikidata.org/entity/Q486851,sleep paralysis,phenomenon
http://www.wikidata.org/entity/Q102186737,sleep related movement disorder,symptom
http://www.wikidata.org/entity/Q1637663,sleep sex,condition in which a person will engage in sexual activities while asleep
http://www.wikidata.org/entity/Q102221481,sleep-related breathing disorder,
http://www.wikidata.org/entity/Q3540878,sleep-related dissociative disorder,
http://www.wikidata.org/entity/Q54972453,sleep-wake disorder,
http://www.wikidata.org/entity/Q48204536,sleep-wake transition disorders,parasomnias characterized by behavioral abnormalities that occur during the transition between wakefulness and sleep (or between sleep and wakefulness).
http://www.wikidata.org/entity/Q388626,sleepwalking,phenomenon of combined sleep and wakefulness
http://www.wikidata.org/entity/Q519681,sluggish cognitive tempo,particular type of attention disorder
http://www.wikidata.org/entity/Q1967324,sluggish schizophrenia,alleged mental disorder applied to Soviet political dissidents
http://www.wikidata.org/entity/Q21117191,slurred speech,
http://www.wikidata.org/entity/Q11288503,smartphone overuse,
http://www.wikidata.org/entity/Q7545938,smoker's face,clinical sign
http://www.wikidata.org/entity/Q7545936,smoker's melanosis,medical condition
http://www.wikidata.org/entity/Q28092948,smoking addiction,addiction to smoking
http://www.wikidata.org/entity/Q2133089,smoking fetishism,fetishism based on the smoking of tobacco
http://www.wikidata.org/entity/Q2506540,sneaker fetishism,
http://www.wikidata.org/entity/Q281928,social anxiety disorder,anxiety disorder associated with social situations
http://www.wikidata.org/entity/Q4353073,social communication disorder,persistent difficulties in the social uses of verbal and nonverbal communications
http://www.wikidata.org/entity/Q7550406,social-emotional agnosia,"agnosia that is a loss of the ability to perceive facial expression, body language and intonation, rendering them unable to non-verbally perceive people's emotions and limiting that aspect of social interaction"
http://www.wikidata.org/entity/Q4532199,sociogenic illness,spread of illness symptoms through a population where there is no viral or bacterial agent responsible for contagion
http://www.wikidata.org/entity/Q941225,sociopathy,
http://www.wikidata.org/entity/Q7557105,solastalgia,mental or existential distress caused by environmental change
http://www.wikidata.org/entity/Q55009702,soldiers heart,American Civil War term linking post-traumatic stress disorder  with increased propensity for cardiovascular disease
http://www.wikidata.org/entity/Q21050391,somatic syndrome,
http://www.wikidata.org/entity/Q1374020,somatization disorder,somatoform disorder that involves persistently complaints of varied physical symptoms that have no identifiable physical origin.
http://www.wikidata.org/entity/Q10673523,somatoform autonomic dysfunction,
http://www.wikidata.org/entity/Q936549,somatoform disorder,category of mental disorder
http://www.wikidata.org/entity/Q65116172,somatoform disorder not otherwise specified,
http://www.wikidata.org/entity/Q18169114,sophophobia,fear of learning
http://www.wikidata.org/entity/Q3614488,source amnesia,inability to remember how information was acquired while still retaining the knowledge
http://www.wikidata.org/entity/Q21082498,spastic ataxia,human disease
http://www.wikidata.org/entity/Q55345676,spastic paraplegia-epilepsy-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q55345723,spastic paraplegia-glaucoma-intellectual disability syndrome,
http://www.wikidata.org/entity/Q55345677,spastic paraplegia-nephritis-deafness syndrome,"This syndrome is characterised by variable spastic paraplegia, bilateral sensorineural deafness, intellectual deficit and progressive nephropathy"
http://www.wikidata.org/entity/Q55345905,spastic paraplegia-severe developmental delay-epilepsy syndrome,human disease
http://www.wikidata.org/entity/Q55782316,spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome,"Spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome is characterized by nonprogressive spastic paraplegia, retinitis pigmentosa, and intellectual deficit. It has been described in two brothers born to consanguineous parents."
