disease_wiki_id,disease_name,description,drugs,symptoms,risk_factors
Q486851,sleep paralysis,phenomenon,,,
Q102186737,sleep related movement disorder,symptom,,,
Q1637663,sleep sex,condition in which a person will engage in sexual activities while asleep,,,
Q102221481,sleep-related breathing disorder,,,,
Q3540878,sleep-related dissociative disorder,,,,
Q54972453,sleep-wake disorder,,"['armodafinil', 'quetiapine', 'alprazolam', 'triazolam', 'clonazepam', 'diazepam', 'ramelteon', 'sodium oxybate', 'eszopiclone', 'risperidone', 'ibuprofen', 'lorazepam', 'gabapentin', 'zolpidem', 'temazepam', 'suvorexant', 'mirtazapine', 'olanzapine', 'trazodone']",,
Q48204536,sleep-wake transition disorders,parasomnias characterized by behavioral abnormalities that occur during the transition between wakefulness and sleep (or between sleep and wakefulness).,,,
Q388626,sleepwalking,phenomenon of combined sleep and wakefulness,,,
Q519681,sluggish cognitive tempo,particular type of attention disorder,,,
Q1967324,sluggish schizophrenia,alleged mental disorder applied to Soviet political dissidents,,,
Q21117191,slurred speech,,,,
Q11288503,smartphone overuse,,,,
Q7545938,smoker's face,clinical sign,,,
Q7545936,smoker's melanosis,medical condition,,,
Q28092948,smoking addiction,addiction to smoking,,,
Q2133089,smoking fetishism,fetishism based on the smoking of tobacco,,,
Q2506540,sneaker fetishism,,,,
Q281928,social anxiety disorder,anxiety disorder associated with social situations,"['gabapentin', 'paroxetine']",['social anxiety'],
Q4353073,social communication disorder,persistent difficulties in the social uses of verbal and nonverbal communications,,,
Q7550406,social-emotional agnosia,"agnosia that is a loss of the ability to perceive facial expression, body language and intonation, rendering them unable to non-verbally perceive people's emotions and limiting that aspect of social interaction",,,
Q4532199,sociogenic illness,spread of illness symptoms through a population where there is no viral or bacterial agent responsible for contagion,,,
Q941225,sociopathy,,,,
Q7557105,solastalgia,mental or existential distress caused by environmental change,,,
Q55009702,soldiers heart,American Civil War term linking post-traumatic stress disorder  with increased propensity for cardiovascular disease,,,
Q21050391,somatic syndrome,,,,
Q1374020,somatization disorder,somatoform disorder that involves persistently complaints of varied physical symptoms that have no identifiable physical origin.,,,
Q10673523,somatoform autonomic dysfunction,,,,
Q936549,somatoform disorder,category of mental disorder,,,
Q65116172,somatoform disorder not otherwise specified,,,,
Q18169114,sophophobia,fear of learning,,,
Q3614488,source amnesia,inability to remember how information was acquired while still retaining the knowledge,,,
Q21082498,spastic ataxia,human disease,,,
Q55345676,spastic paraplegia-epilepsy-intellectual disability syndrome,human disease,,,
Q55345723,spastic paraplegia-glaucoma-intellectual disability syndrome,,,,
Q55345677,spastic paraplegia-nephritis-deafness syndrome,"This syndrome is characterised by variable spastic paraplegia, bilateral sensorineural deafness, intellectual deficit and progressive nephropathy",,,
Q55345905,spastic paraplegia-severe developmental delay-epilepsy syndrome,human disease,,,
Q55782316,spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome,"Spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome is characterized by nonprogressive spastic paraplegia, retinitis pigmentosa, and intellectual deficit. It has been described in two brothers born to consanguineous parents.",,,
Q55784959,spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome,human disease,,,
Q2745489,spatial disorientation,inability of a person to correctly determine their body position in space,,,
Q7574962,species dysphoria,,,,
Q7574983,specific developmental disorder,range of neurodevelopmental conditions,,,
Q775593,specific language impairment,range of neurodevelopmental conditions,,,
Q2400784,specific learning disability,,,,
Q2015728,specific phobia,phobic disorder that is characterized by an unreasonable or irrational fear related to exposure to specific objects or situations,,,
Q17147649,specific social phobia,experiencing anxiety only in specific social situations,,,
Q7575254,spectrophilia,sexual attraction to ghosts or sexual arousal from images in mirrors,,,
Q3626815,spectrophobia,specific phobia involving a morbid fear of mirrors,,,
Q7575316,spectrum disorder,Mental disorder that encompasses a range of similar conditions,,,
Q2301465,speech delay,delay of speech,,,
Q2313008,speech disability,,,,
Q1282114,speech disorder,Type of communication disorder in which normal speech is disrupted,,,
Q4133283,speech sound disorder,neurodevelopmental condition,,,
Q102293401,speech-language disorder-1,human disease,,,
Q16867852,spheksophobia,fear of wasps,,,
Q899726,spinocerebellar ataxia,"group of dominantly inherited, predominately late-onset, cerebellar ataxias. Neuro-developmental outcome and brain-derived neurotrophic factor level in relation to feeding practice in early infancy.",,,
Q55345728,spinocerebellar degeneration with slow eye movements,human disease,,,
Q1325774,splitting,failure in thought to bring together both positive qualities and negative aspects  of people into a cohesive whole,,,
Q3054155,spoiled child,derogatory term aimed at children who exhibit behavioral problems from being overindulged by their parents or other caregivers,,['low frustration tolerance'],
Q109314511,spoiled person,,,,
Q55782325,spondylocostal dysostosis-anal and genitourinary malformations syndrome,,,,
Q55787670,spondylocostal dysostosis-hypospadias-intellectual disability syndrome,human disease,,,
Q55782327,"spondyloepiphyseal dysplasia tarda, Kohn type","Spondyloepiphyseal dysplasia tarda, Kohn type is characterized by short trunk dwarfism, progressive involvement of the spine and epiphyses and mild-to-moderate intellectual deficit",,,
Q55783290,"spondyloepiphyseal dysplasia, Nishimura type","Spondyloepiphyseal dysplasia Nishimura type is characterized by spondyloepiphyseal dysplasia, craniosynostosis, cataracts, cleft palate and intellectual deficit",,,
Q55345784,spongiform encephalopathy with neuropsychiatric features,human disease,,,
Q55345939,sporadic Creutzfeldt-Jakob disease,,,,
Q30314009,spring fever,"experience of restlessness or romantic feelings, associated with the onset of spring",,,
Q2845978,stereotypic movement disorder,neurodevelopmental condition,,['stereotypy'],
Q1198115,stereotypy,repetitive mechanical repetition of speech or physical activities,,,
Q25378972,stigmatophilia,paraphilia in which a subject derives gratification from body modifications like piercings and tattoos,,,
Q7617338,stilted speech,unusually formal speech,,,
Q629515,stimulant psychosis,psychotic disorder that appears in some people who abuse stimulant drugs,,,
Q28208977,stimulant use disorder,Harmful use of cocaine and amphetamine-type drugs,,,
Q3973816,stomatitis nicotina,medical condition,,,
Q511454,stranger anxiety,stranger ansity,,,
Q815296,stress-related disorders,stress: Disorders' causes and reduction methods,,,
Q186676,stuttering,speech disorder,,,
Q18557988,subacute delirium,Human disease,"['paraldehyde', 'propofol']",,
Q18966342,subchronic latent schizophrenia,human disease,,,
Q18966337,subchronic schizophrenia,human disease,,,
Q18966749,subchronic state latent schizophrenia with acute exacerbation,Human disease,,,
Q2116044,substance abuse in schizophrenia,overview of substance abuse in schizophrenia,,,
Q3378593,substance dependence,"need for a drug, whose discontinuation results in withdrawal symptoms",,,
Q865968,substance intoxication,condition that follows the administration of a psychoactive drug - a type of substance-related disorders,,,
Q7632070,substance use disorder,"mental disorder involving the abuse or dependence on a substance that is ingested in order to produce a high, alter one's senses, or otherwise affect functioning","['doxapram', 'desipramine']",,
Q1820442,substance-induced anxiety disorder,,,,
Q2151786,substance-induced psychosis,a psychosis that results from the effects of exogenous toxic substances or drugs,,,
Q4134457,substance-related disorder,"group of mental and behavioural disorders, including both substance dependence and substance abuse",,,
Q84955474,subvigilance syndrome,,,,
Q25377887,sudden exercise abstinence syndrome,,,,
Q130727,sugar addiction,difficulties to control one's sugar consumtion,,,
Q103821939,sugar rush,purported state of hyperactivity caused by excessive consumption of sugar or other simple carbohydrates,,,
Q21558718,sulcus vocalis,,,,
Q16581800,sunday neurosis,,,,
Q3916681,sundowning,"neurological phenomenon, associated with dementia, in which patients exhibit confusion, agitation, fatigue and/or restlessness after sundown",,,
Q3269302,superiority complex,"The psychological state of being superior, where one looks down on those deemed inferiors",,,
Q44627471,supersensitivity psychosis,psychosis induced by chronic treatment with neuroleptics,,,
Q168995,surdophobia,,,,
Q2868239,surface dyslexia,type of reading disorder,,,
Q332768,survivor guilt,mental condition,,,
Q4419571,symbolic thinking,formal thought disorder,,,
Q1331105,symphorophilia,paraphilia in which sexual arousal involves staging and watching a tragedy,,,
Q28741649,symptom-depleted schizophrenia,"subtype of schizophrenia defined in Russia, characterized by negative symptoms (apathy, asthenia, flattened affect, autism)",,,
Q56014189,symptomatic form of fragile X syndrome in female carrier,human disease,,,
Q3961688,syndrome of Samos,,,,
Q1916319,syndrome of subjective doubles,,,,
Q8041560,X-linked intellectual disability,syndromic intellectual characterized by an X-linked inheritance pattern,,,
Q18553536,syndromic intellectual disability,intellectual disability that is characterized by the presence of associated medical and behavioral sign and symptoms,,,
Q55785281,syndromic lissencephaly,human disease,,,
Q55784000,syndromic multisystem autoimmune disease due to ICTH deficiency,human disease,,,
Q55785814,syndromic neurometabolic disease with X-linked intellectual disability,human disease,,,
Q55785813,syndromic neurometabolic disease with non-X-linked intellectual disability,human disease,,,
Q18553778,syphilitic encephalitis,human disease,,,
Q3854684,syphilitic meningitis,Human disease,,['inflammation'],
Q18966652,syphilitic retrobulbar neuritis,Human disease,,,
Q2583311,tabes dorsalis,"slow degeneration (specifically, demyelination) of the neural tracts primarily in the dorsal columns (posterior columns) of the spinal cord (the portion closest to the back of the body) and dorsal roots",,"['hyperesthesia', 'paresthesia', 'erectile dysfunction']",
Q16518161,tabophobia,fear of neurosyphilis (tabes dorsalis),,,
Q4452818,tachylalia,,,,
Q18553693,tactile agnosia,agnosia that is a loss of the ability to recognize or identify objects by touch alone,,,
Q17162704,tactile hallucination,"An abnormal, physical sensation unrelated to any real-life occurences.",,,
Q621053,taijin kyofusho,Japanese culture-bound syndrome,,,
Q7682883,tangential speech,"thought disorder, involves replying to a question in an oblique, irrelevant or tangential manner",,,
Q56325553,tardive dysphoria,adverse drug reaction,,,
Q3710023,tardive dysphrenia,,,,
Q7685723,tardive psychosis,,,,
Q107417166,teacher uniform fetish,,,,
Q1042900,technophobia,"fear, discomfort, or aversion to advanced technology, especially computers",,,
